vehicle_age_years,mileage_km,brand_tier,accident_count,service_history,ownership_count,vehicle_color,feature_package,market_demand,fuel_type,transmission,body_type,resale_value_usd
16.0,85021.43866785419,Luxury,1.0,Complete,3.0,Blue,Premium,High,Electric,Manual,Coupe,42726.89264868637
9.0,49853.55238484017,Mainstream,0.0,None,4.0,Red,Base,High,Hybrid,Manual,,52532.24294174584
19.0,203386.61613701936,,1.0,Complete,4.0,Red,Premium,High,Petrol,Manual,Coupe,70367.17172630044
1.0,226880.5435019083,Luxury,0.0,Complete,2.0,Blue,Premium,Low,Electric,Automatic,Sedan,19282.46757461938
18.0,130131.43974184894,Mainstream,1.0,Partial,3.0,Red,Base,Low,Petrol,Manual,Coupe,26913.507345980765
6.0,79735.09708244076,Mainstream,1.0,Complete,1.0,Silver,Mid,Low,Electric,Manual,Convertible,34246.63704399938
6.0,130245.18323190646,Budget,,Partial,4.0,Black,Premium,,Diesel,Manual,Coupe,20290.10126256637
12.0,220351.4525561619,Luxury,,Partial,2.0,Blue,Luxury,High,Diesel,Automatic,Truck,28567.085440997023
3.0,174394.55510690378,Budget,1.0,Complete,4.0,,Luxury,High,Diesel,Automatic,Coupe,71017.99003374034
11.0,215360.94114107877,Premium,0.0,Complete,4.0,White,Base,Medium,Diesel,Automatic,Coupe,13676.418984860393
6.0,85452.95865412234,Premium,0.0,,2.0,White,Base,Low,Hybrid,Automatic,Coupe,37168.564711819294
14.0,179434.8864426865,Luxury,4.0,Complete,3.0,Red,Base,Low,,Automatic,Truck,26944.45713530203
18.0,164996.99802034604,Luxury,1.0,Complete,3.0,Red,Luxury,Low,Hybrid,Manual,Sedan,8941.683576001764
16.0,145046.03285935224,Mainstream,4.0,Partial,4.0,Silver,Base,Medium,Electric,Manual,Coupe,10401.650344572974
13.0,134415.09198147466,,2.0,Complete,3.0,White,Luxury,Medium,Electric,Manual,Sedan,63435.75326135549
1.0,139989.58136920125,Luxury,2.0,Partial,2.0,Other,,Medium,Petrol,Automatic,SUV,68629.64248191714
6.0,213169.41698304127,Luxury,0.0,Partial,3.0,Blue,Base,High,Petrol,Automatic,Convertible,60088.3852470508
14.0,229418.65274601552,Premium,0.0,None,4.0,Other,Premium,Medium,Hybrid,Manual,SUV,44520.63718400595
17.0,32650.813774383365,Budget,0.0,None,4.0,Black,,High,Diesel,Manual,Truck,62494.77881618423
13.0,144349.03650963193,Premium,0.0,Complete,2.0,Red,Luxury,High,Hybrid,Automatic,Truck,14705.21334245024
13.0,230010.06350594247,Premium,0.0,Complete,4.0,Silver,Base,Low,Hybrid,Manual,Sedan,63075.52324590526
9.0,38011.296363978065,Budget,1.0,,3.0,Other,Premium,Low,Electric,Automatic,Sedan,35607.59184385433
6.0,106150.54645774204,Luxury,1.0,Partial,2.0,Red,Luxury,Medium,Hybrid,Manual,Coupe,60774.29614340983
6.0,26824.641980971468,Luxury,1.0,Complete,4.0,Silver,Mid,High,Petrol,Automatic,SUV,20536.703370318584
5.0,32801.71849238567,Premium,1.0,Partial,2.0,White,Premium,High,Diesel,Automatic,Sedan,67105.8433962375
14.0,226507.14907708566,Premium,1.0,Partial,2.0,Red,Mid,High,Electric,Automatic,,46744.97402402568
14.0,114313.99828347088,Budget,0.0,Partial,3.0,Other,Base,Low,Petrol,Manual,Sedan,3564.988297401592
4.0,173741.21523112664,Mainstream,0.0,Partial,,Silver,Premium,Low,,Manual,,42983.571946542674
2.0,39034.03369466566,Mainstream,0.0,Complete,1.0,Silver,Base,Low,Hybrid,Automatic,Sedan,26891.51991575233
2.0,10377.133186225168,Luxury,0.0,Complete,2.0,Other,Luxury,Low,Hybrid,Automatic,Convertible,7427.643365074845
17.0,223168.56955047167,Mainstream,1.0,Complete,3.0,Red,Luxury,Low,Petrol,Automatic,Truck,37442.83835209605
10.0,145763.68168951038,Luxury,2.0,Complete,4.0,Black,Mid,Low,Petrol,Automatic,Coupe,26983.201948345664
14.0,9897.000114896677,Luxury,0.0,None,1.0,Blue,Base,Medium,Electric,Manual,SUV,18738.042620264743
19.0,248123.17282735684,Luxury,1.0,Complete,1.0,White,Base,Medium,Diesel,Automatic,Sedan,29882.394192677217
17.0,125587.1338383707,Budget,,Complete,4.0,Other,Premium,Medium,Electric,Automatic,Convertible,16829.75564916406
11.0,121589.74450049258,,4.0,Complete,3.0,Other,Luxury,Medium,Hybrid,Automatic,Sedan,26085.5286987447
7.0,157123.9751590422,Mainstream,1.0,Partial,2.0,Red,Base,High,Petrol,Automatic,Sedan,11880.74701414517
9.0,6936.610877888217,Budget,1.0,Partial,1.0,Red,Base,Low,,Manual,Convertible,9492.06944713034
14.0,144438.9015580778,Mainstream,,Partial,4.0,Black,Base,,Electric,Automatic,Sedan,73071.49585656263
4.0,159223.55647746593,Budget,0.0,,4.0,White,Luxury,Medium,Petrol,Automatic,SUV,72512.96669572478
14.0,77753.62418525279,Mainstream,0.0,Partial,4.0,Red,Luxury,,Petrol,Manual,Truck,66756.40029706106
17.0,183078.8403932331,Mainstream,,Complete,,Black,Luxury,Medium,Hybrid,Manual,Coupe,20735.066133084125
19.0,97470.7949734021,Premium,0.0,Partial,1.0,Other,Mid,,Diesel,Automatic,Sedan,58893.57699035838
17.0,180854.41794224436,Mainstream,0.0,None,2.0,Blue,Luxury,Medium,Petrol,Manual,Convertible,48407.83418432655
14.0,40237.168720866,Budget,3.0,Complete,3.0,Silver,Luxury,High,Petrol,Automatic,SUV,6944.972853554553
13.0,228855.9649300494,Mainstream,2.0,Complete,4.0,Blue,Luxury,Low,Electric,Manual,Sedan,72268.10281532319
14.0,220467.05654578374,Premium,2.0,Partial,4.0,Blue,Premium,High,Diesel,Automatic,Truck,79844.62070884643
16.0,41903.48664150379,Mainstream,0.0,Complete,2.0,Blue,Premium,Medium,Hybrid,Manual,Truck,57571.550836286675
15.0,234921.21458595264,Budget,1.0,Partial,2.0,Blue,,Low,Petrol,Manual,Convertible,20826.101768069875
19.0,141656.16682798212,Mainstream,,None,3.0,Silver,Premium,High,Diesel,Automatic,,45689.53875132478
11.0,176904.17119941727,Premium,0.0,Complete,1.0,Other,Mid,High,,Automatic,Sedan,11422.297873382724
12.0,210871.9791322495,Premium,2.0,Partial,2.0,White,Mid,High,Electric,Manual,Sedan,26005.99991780022
11.0,25474.637034600895,Premium,0.0,Complete,1.0,White,Base,Low,Hybrid,Manual,Truck,58228.71349486282
5.0,46474.66757921081,,0.0,Complete,1.0,Other,Base,Low,Diesel,Automatic,Sedan,26182.715875384594
8.0,76145.77576406064,Luxury,1.0,Partial,4.0,Black,,Medium,Hybrid,Automatic,Sedan,14334.854671938003
6.0,121915.09793981834,Premium,0.0,Complete,1.0,Black,,Medium,Diesel,Automatic,Sedan,3575.281286858665
16.0,89783.35404319144,Mainstream,0.0,Partial,4.0,Red,Mid,Low,Petrol,Automatic,Sedan,47083.6091258691
12.0,128932.362350803,Mainstream,0.0,Complete,4.0,,Base,High,Hybrid,Manual,Convertible,77587.63025573682
6.0,50549.67169921539,Mainstream,0.0,Complete,3.0,Blue,Mid,Low,Electric,Automatic,Truck,40278.24195585805
13.0,172127.76428362535,Mainstream,1.0,Complete,,Silver,,Low,Diesel,Automatic,Coupe,19371.119429842547
7.0,18655.04589001413,Luxury,1.0,None,2.0,Blue,Mid,Low,Petrol,Automatic,Convertible,38672.56176916593
8.0,93555.12902095058,Luxury,0.0,Complete,2.0,Silver,Mid,Low,,Automatic,Sedan,49360.44651133095
12.0,48863.14494442503,Luxury,0.0,Complete,2.0,Red,Premium,Medium,Petrol,Automatic,Coupe,64705.36039673617
2.0,183833.6516083167,Mainstream,1.0,Partial,3.0,Black,Mid,Medium,Hybrid,Automatic,SUV,37856.25302848017
9.0,221495.06801332827,Budget,1.0,Partial,4.0,,Base,High,Electric,Automatic,Coupe,16317.308973278166
13.0,24302.62125485135,Budget,0.0,Complete,4.0,Red,Mid,Low,Petrol,Automatic,Convertible,17476.766105806208
17.0,197334.27468726799,Mainstream,0.0,None,2.0,Red,Luxury,Low,Diesel,Automatic,Truck,72278.90326655291
13.0,224451.96196191505,Premium,0.0,None,4.0,Other,Premium,Medium,Petrol,Automatic,Convertible,21190.625433579047
16.0,243622.7030704435,Premium,0.0,Partial,4.0,Blue,Mid,Medium,Petrol,Automatic,Truck,59057.35713277015
1.0,146949.6314815468,Mainstream,0.0,Partial,3.0,Black,Mid,Low,Electric,Manual,Truck,23709.056065758075
7.0,85211.01207181465,Premium,0.0,None,1.0,White,Luxury,Medium,Hybrid,Automatic,Truck,58483.27865032452
13.0,83883.5319674959,Premium,2.0,Partial,1.0,Red,Luxury,Low,Petrol,Automatic,SUV,9034.007194179305
14.0,97847.66942714088,Budget,0.0,None,3.0,Black,Luxury,High,Petrol,Automatic,Coupe,18969.264799091376
17.0,155103.5147952686,Mainstream,1.0,Complete,3.0,Black,Luxury,High,,Manual,Convertible,34469.999423080924
16.0,125106.35297408562,Luxury,3.0,Partial,4.0,Silver,Luxury,High,Diesel,,Convertible,
15.0,165140.58146967457,Budget,1.0,None,3.0,Black,Luxury,Low,Hybrid,Manual,Truck,30177.23179490094
17.0,14631.899014746159,Mainstream,0.0,Complete,4.0,Red,Mid,Medium,Hybrid,Manual,SUV,47160.75723881708
2.0,,Mainstream,1.0,Complete,1.0,Blue,Base,High,Hybrid,Manual,SUV,28053.4774174628
12.0,244252.17735955646,Budget,1.0,Partial,3.0,Black,Mid,Low,Diesel,Automatic,Sedan,55239.79882098687
3.0,248869.44803562845,Premium,0.0,None,4.0,White,Mid,High,Petrol,Automatic,,
9.0,187931.41019915053,Premium,1.0,Complete,1.0,Red,,High,Hybrid,Automatic,Truck,57293.414009828186
6.0,67817.3017943523,Budget,0.0,None,1.0,Blue,Premium,Medium,Diesel,Manual,Truck,36185.38001357306
6.0,,Mainstream,0.0,Partial,2.0,Other,Base,Low,Diesel,Automatic,Coupe,70490.51055197572
7.0,57357.18447896736,Luxury,0.0,None,1.0,Blue,Base,Medium,Hybrid,Automatic,Truck,32424.22352094908
8.0,184200.6739947634,Mainstream,1.0,Partial,3.0,Red,Premium,Medium,Diesel,Manual,Coupe,26726.29254769317
3.0,33238.28636454951,Luxury,0.0,Partial,3.0,Other,Base,Medium,Petrol,Manual,SUV,45895.546373004916
15.0,163981.60214715937,Luxury,0.0,,4.0,Blue,Premium,High,Electric,,,42206.278958704934
6.0,191081.1758222533,Mainstream,0.0,Complete,3.0,White,Mid,High,Diesel,Automatic,Convertible,42893.5516491503
11.0,215611.83542408023,,,None,,Black,Base,High,Diesel,Automatic,Truck,64302.01700287825
3.0,184905.00422356257,,1.0,Complete,4.0,Red,,Low,Electric,Manual,SUV,48321.951236519584
16.0,231253.91206208573,,0.0,Complete,1.0,Black,Luxury,Medium,Petrol,Automatic,Truck,71165.44033396833
6.0,132626.19818567764,Premium,1.0,Partial,2.0,Black,Mid,High,Hybrid,Manual,Coupe,50670.467717123036
11.0,170970.0086888653,Luxury,0.0,Complete,4.0,Blue,,Medium,Diesel,Automatic,SUV,4670.988095269898
8.0,95539.77084664624,Luxury,0.0,Partial,2.0,Red,Mid,Medium,Petrol,Automatic,Convertible,70020.30289204976
10.0,7545.415075881566,Luxury,0.0,Partial,4.0,Black,Mid,Medium,Hybrid,Manual,Coupe,67663.40593752402
10.0,190389.7740894984,Budget,1.0,Complete,3.0,Silver,Premium,Medium,Petrol,Manual,SUV,6761.439798232743
3.0,218115.8587284454,Premium,0.0,Complete,1.0,White,Base,Medium,Electric,Manual,Convertible,12646.903310505382
14.0,47611.49686738312,Luxury,2.0,Partial,4.0,Other,Mid,High,Diesel,Manual,Coupe,45839.412827303
19.0,12016.984157996325,Luxury,0.0,None,3.0,Blue,Premium,Low,Petrol,Manual,Convertible,6299.647725542238
9.0,45302.95214785859,Budget,0.0,None,3.0,Red,Base,Low,Hybrid,,SUV,34659.93433244285
13.0,224345.87684362583,Luxury,0.0,Complete,3.0,Red,Luxury,Low,Hybrid,Automatic,Coupe,78102.76990202733
9.0,77400.0453959758,Premium,0.0,None,2.0,Blue,Mid,Low,Hybrid,Automatic,Sedan,16303.76352643141
12.0,,Luxury,0.0,Complete,3.0,Black,Mid,Medium,Electric,Automatic,Truck,18869.378389099187
14.0,8574.507086588008,Premium,0.0,Complete,4.0,Blue,Mid,,Petrol,Automatic,Sedan,55078.82537709005
5.0,77778.51106646622,Premium,0.0,Complete,2.0,Red,Mid,High,Petrol,Automatic,Convertible,6386.3220969161885
6.0,180331.5738704479,Mainstream,1.0,,,Silver,Mid,Medium,Hybrid,Manual,SUV,66192.8344364223
13.0,239976.87565217383,Budget,0.0,Partial,3.0,Black,Luxury,Medium,Hybrid,Automatic,Truck,18325.398745114835
13.0,81621.60194722016,Budget,0.0,Partial,4.0,Other,Luxury,High,Hybrid,Manual,SUV,43929.67063487447
6.0,63967.90345161984,Budget,1.0,None,4.0,Blue,Base,High,Electric,Manual,Convertible,22154.763392466997
14.0,222576.9100133454,Mainstream,3.0,Partial,2.0,Red,Base,,Electric,Automatic,SUV,53733.9091574623
11.0,213863.688453896,Mainstream,0.0,Complete,1.0,Other,Premium,Low,Diesel,Automatic,Coupe,48215.6391023965
13.0,85399.30293520317,,1.0,Partial,2.0,Red,Premium,Low,,Automatic,Coupe,75875.85949822435
12.0,21857.262670478227,Budget,1.0,Complete,3.0,Red,Premium,High,Diesel,,Convertible,37311.25817943342
16.0,248037.41291435194,Mainstream,,,1.0,Silver,Luxury,Low,Hybrid,Manual,SUV,70365.68012977007
6.0,171772.55042813727,Mainstream,0.0,Complete,1.0,Black,Base,High,,Automatic,Convertible,47338.281412174845
9.0,232012.2217856129,Mainstream,2.0,Complete,1.0,Blue,,High,Electric,Manual,Truck,73413.62421854891
17.0,88759.24620826807,Premium,1.0,Complete,2.0,Black,Luxury,Medium,Diesel,Manual,SUV,
16.0,163682.92767533357,Luxury,2.0,None,4.0,Red,Base,High,Hybrid,Manual,Coupe,45331.60069140198
12.0,170251.82140062013,Mainstream,0.0,Partial,2.0,Silver,Mid,Medium,Petrol,Automatic,Sedan,33032.28240071848
18.0,218861.83954703517,Mainstream,0.0,None,4.0,Other,Base,Medium,Hybrid,Automatic,Coupe,8074.09344398189
9.0,248299.21909342098,Mainstream,1.0,Partial,2.0,Silver,Base,High,Hybrid,Automatic,SUV,47218.46680996811
3.0,31623.213738376726,Budget,1.0,None,4.0,Red,Mid,High,Diesel,Automatic,SUV,64155.58684507675
10.0,159623.62713045572,Budget,1.0,Complete,4.0,Black,Premium,Low,Electric,Automatic,SUV,45827.679332214735
11.0,87427.78734883362,Mainstream,0.0,Partial,1.0,Other,Premium,High,Electric,Automatic,SUV,24509.34663998325
2.0,203856.31462972987,Premium,0.0,Complete,4.0,Black,Premium,Low,Petrol,,Truck,23314.835824699017
,189766.25626287836,Luxury,0.0,Complete,3.0,,Luxury,Low,Electric,Automatic,Sedan,21313.56765218399
11.0,,Budget,,,3.0,Other,Mid,High,Electric,Automatic,Coupe,78431.63539017334
18.0,89207.20493371836,Luxury,1.0,Partial,4.0,White,Mid,Low,Petrol,Automatic,Truck,33739.9046745814
7.0,50209.934318652435,Mainstream,1.0,None,4.0,Silver,Luxury,Medium,Petrol,Manual,Convertible,27398.971800498468
14.0,10341.410902035204,Budget,0.0,Complete,4.0,Other,Mid,Medium,Diesel,Automatic,SUV,35222.04183238353
7.0,67599.13751096174,Luxury,,Partial,4.0,Silver,Base,High,Diesel,Automatic,Coupe,11916.440341769287
1.0,94957.02724003159,Mainstream,1.0,Complete,1.0,Blue,Premium,High,Diesel,Automatic,Convertible,18093.503677829354
12.0,236786.41155725805,Budget,0.0,Complete,3.0,Silver,Mid,High,Diesel,Automatic,Sedan,
1.0,125386.29529257692,Mainstream,1.0,None,1.0,White,Mid,Medium,,Automatic,Coupe,64511.231625103115
3.0,141327.67850665344,Budget,1.0,,3.0,,Premium,Low,Diesel,Manual,Truck,70484.85513884392
2.0,220631.54670178812,Luxury,0.0,None,4.0,Other,Luxury,Medium,Hybrid,Manual,Convertible,69680.82710393802
3.0,221842.0308722145,Luxury,1.0,Complete,3.0,Silver,,Low,Petrol,Automatic,,75745.81686863734
4.0,134339.3775079845,Budget,0.0,None,3.0,Black,Luxury,Low,Diesel,Manual,Truck,12684.407330920332
14.0,32857.357189666276,Premium,1.0,Partial,2.0,Blue,Luxury,High,,Automatic,SUV,6154.711894296557
18.0,71276.46034690127,Mainstream,1.0,Partial,2.0,Blue,Base,High,,,Coupe,11141.303789808826
5.0,,Luxury,1.0,Complete,4.0,,Premium,High,Diesel,Manual,SUV,49257.153506598734
15.0,189036.5263185822,Premium,1.0,None,1.0,Blue,Mid,Medium,Hybrid,,Convertible,45821.16190479624
16.0,179362.0283406325,Budget,0.0,None,2.0,Blue,Luxury,Medium,Petrol,,Convertible,54683.17485641407
8.0,,Luxury,1.0,Partial,4.0,Silver,Base,Medium,Diesel,Automatic,Convertible,31573.979312011103
8.0,220660.1621515744,Luxury,0.0,Partial,1.0,White,,High,Hybrid,Manual,SUV,33152.33805825061
7.0,201648.37003524572,Mainstream,0.0,Partial,2.0,Other,Luxury,High,Electric,Automatic,SUV,45009.281919085326
6.0,245617.98899786943,Premium,1.0,Partial,3.0,Silver,Base,Low,Hybrid,Automatic,Truck,9087.32073414909
7.0,222843.83762862312,Mainstream,0.0,,2.0,,Mid,Low,Electric,Manual,Coupe,64590.156792479866
19.0,52935.82482163999,Budget,1.0,,4.0,Red,Luxury,,Petrol,Manual,Truck,74059.87720352244
1.0,19116.05855249693,Luxury,0.0,Partial,2.0,White,Luxury,Medium,Diesel,Manual,SUV,32825.580456154545
13.0,106555.18129085921,Premium,,Complete,2.0,Silver,Mid,High,Hybrid,Automatic,Coupe,59947.076899197236
7.0,156288.59047081336,Mainstream,0.0,Partial,1.0,White,Mid,Medium,Hybrid,Automatic,Convertible,45260.27346131958
1.0,162560.3574252846,Premium,0.0,None,1.0,Red,Mid,High,,Automatic,Truck,21172.661763285385
10.0,,Budget,1.0,Complete,3.0,Blue,Luxury,High,Electric,Automatic,Truck,8220.429817378656
13.0,215670.83628992425,Luxury,2.0,Complete,4.0,Blue,Base,Low,Petrol,Manual,Truck,21934.216122372738
4.0,,Premium,1.0,Partial,3.0,Red,Base,Medium,,Manual,SUV,49577.77390761377
7.0,230183.07856387013,Budget,0.0,Partial,3.0,Blue,Mid,Medium,Diesel,Manual,Coupe,6097.692754009051
6.0,120542.34331928926,Budget,2.0,Partial,2.0,White,Base,High,Diesel,Manual,Convertible,
6.0,7545.713180249826,Luxury,0.0,Complete,3.0,Blue,Mid,Low,Petrol,Automatic,SUV,77713.57691071487
11.0,44700.12124271281,Mainstream,2.0,Complete,1.0,Red,Mid,High,Petrol,,Convertible,9429.647219621118
9.0,30068.21788047442,Luxury,,Complete,3.0,Red,Premium,High,,Manual,Sedan,21995.74066577477
7.0,15786.31997107537,Luxury,2.0,Partial,4.0,Other,Base,Medium,Hybrid,Manual,Sedan,55023.78838920683
9.0,179934.2411486156,Premium,0.0,Partial,3.0,Red,Luxury,High,Electric,Manual,Convertible,65068.18490373246
6.0,52117.38889979854,Premium,,Partial,4.0,Black,Premium,Low,Petrol,Automatic,Sedan,29641.545059952645
19.0,,Mainstream,1.0,Complete,4.0,White,Mid,High,Diesel,Automatic,Coupe,42673.35913513726
14.0,69794.86305953536,Budget,0.0,Complete,3.0,Red,Premium,Low,,Automatic,Coupe,71665.47402814658
1.0,12920.141090256162,Premium,0.0,Complete,3.0,Other,Mid,Medium,Hybrid,Manual,SUV,32598.6723301035
16.0,206065.45927393113,Mainstream,1.0,Partial,3.0,White,Mid,Medium,Electric,Automatic,Convertible,9278.447056613217
9.0,119205.73338009184,Luxury,0.0,Complete,4.0,Other,Mid,High,Petrol,Manual,SUV,79606.84738596517
15.0,151878.8328659035,Budget,0.0,None,1.0,Black,Base,Low,Electric,Automatic,,16881.575820667647
19.0,87375.68571718298,Luxury,1.0,Complete,2.0,White,Mid,Medium,Diesel,Automatic,Coupe,6756.1999551013905
10.0,16279.897058132245,Budget,1.0,Complete,3.0,Silver,Mid,Low,Electric,Automatic,Coupe,34620.32700108325
16.0,95693.38684521054,Premium,0.0,Partial,2.0,Black,Base,Medium,Petrol,Automatic,Truck,12352.69113959426
3.0,131980.16072192517,Luxury,1.0,,3.0,,Base,Medium,Electric,Automatic,Sedan,78362.47060078631
19.0,7863.217866471543,Luxury,0.0,,4.0,Blue,,Low,Electric,Manual,SUV,32321.126916794226
13.0,145701.05788993562,Budget,1.0,None,4.0,Red,Base,Low,Electric,Manual,SUV,66587.45723400131
14.0,,Mainstream,0.0,Complete,2.0,Black,,Low,Diesel,Automatic,Coupe,16598.61499184272
7.0,58370.927992906436,Budget,0.0,Partial,1.0,White,Luxury,Medium,Electric,Manual,Truck,13688.736269764242
2.0,232058.4444813577,Premium,0.0,Partial,4.0,Silver,Mid,Low,Electric,Manual,SUV,52995.57101368723
14.0,28914.087111778572,Mainstream,0.0,None,2.0,White,Premium,High,,Automatic,SUV,73016.8804573573
17.0,207231.90580459128,Luxury,0.0,Complete,4.0,,Base,Low,Electric,Automatic,Truck,11819.307031918854
13.0,210879.46778402853,Luxury,0.0,Complete,3.0,Silver,Premium,Medium,Electric,Automatic,Coupe,48372.555356198995
2.0,68151.16641004404,,1.0,Partial,2.0,Other,Luxury,Low,Hybrid,Manual,Truck,9540.340839184842
5.0,239671.6349375745,Premium,2.0,Partial,2.0,Blue,Mid,Low,Diesel,Manual,Sedan,65536.54668891524
4.0,107066.68779938553,Luxury,1.0,Partial,3.0,Red,Luxury,Low,Diesel,Automatic,SUV,73016.5553450211
3.0,39607.741429070484,Luxury,1.0,None,,Black,Base,High,Hybrid,Automatic,Sedan,51417.16134828137
14.0,149970.04045265584,Mainstream,0.0,Complete,3.0,Red,Base,Medium,Hybrid,Automatic,SUV,56002.41889567854
11.0,249170.60249109025,Premium,0.0,None,1.0,Blue,Mid,High,Electric,Automatic,Sedan,
8.0,225326.42949502714,Luxury,1.0,None,3.0,Other,Base,High,Diesel,Automatic,SUV,8619.243390228385
9.0,73257.6923982001,Mainstream,,None,1.0,Silver,Base,Medium,Diesel,Manual,Coupe,16834.632811439446
16.0,146361.71684770202,Luxury,0.0,Partial,2.0,Red,Base,Medium,Electric,Manual,Convertible,24084.79198455455
3.0,33265.076620820066,Mainstream,0.0,Partial,,White,Premium,Low,Petrol,Manual,Truck,61508.92099666875
10.0,118151.9770625869,Luxury,0.0,Complete,2.0,Black,Mid,Medium,Electric,Automatic,SUV,36528.05201999323
1.0,133152.16658433946,Premium,1.0,None,1.0,,Mid,Low,,Manual,Truck,9025.225879495632
9.0,82243.18309112648,Budget,0.0,Complete,4.0,Other,Mid,High,Electric,,SUV,68653.66979592071
16.0,123625.83531956638,Premium,0.0,Complete,4.0,Blue,Base,Low,Hybrid,Automatic,Convertible,79524.65609842601
9.0,,Mainstream,0.0,Partial,4.0,Blue,Base,Medium,Electric,Manual,Coupe,38037.02453828962
12.0,127533.72110903403,Luxury,0.0,Partial,4.0,Silver,Base,Low,Hybrid,Automatic,Coupe,
1.0,208592.62608906138,,,Partial,4.0,Blue,Mid,High,Petrol,Automatic,Truck,9045.226818474312
16.0,82760.6551450413,Luxury,4.0,Partial,1.0,Red,Premium,Medium,,Automatic,Convertible,32492.34217832192
8.0,242994.03448125802,Premium,0.0,Partial,4.0,Black,Luxury,Medium,Hybrid,Automatic,Truck,31628.935711538972
14.0,27898.49219407044,,0.0,Complete,4.0,Silver,Mid,Low,Hybrid,Manual,Coupe,77365.94649957994
14.0,148468.72847628736,Budget,1.0,Complete,2.0,Blue,Mid,Low,Diesel,Manual,Sedan,53853.22620534028
10.0,198522.50981586665,Premium,2.0,Partial,3.0,White,Premium,Low,Diesel,Manual,Truck,
1.0,204440.04164601016,Luxury,0.0,Complete,3.0,,Luxury,High,Electric,Automatic,SUV,12881.567896052875
6.0,53578.87214282527,Luxury,0.0,Partial,3.0,Silver,Luxury,High,Hybrid,Automatic,Coupe,35103.36989418625
9.0,103403.24272782162,Luxury,0.0,Complete,3.0,Black,Base,Medium,Petrol,Automatic,SUV,17749.565777656764
19.0,157928.06225370525,Mainstream,0.0,None,1.0,Red,Luxury,Medium,Diesel,Manual,Convertible,69234.55132787862
16.0,,Mainstream,1.0,Partial,3.0,Other,Base,High,Hybrid,,Coupe,14732.672894850642
19.0,166282.5237273026,Budget,0.0,Partial,2.0,Blue,Mid,Low,Petrol,Automatic,Coupe,36793.083863220156
11.0,97801.26447161213,,0.0,Complete,1.0,Other,Premium,Low,Petrol,Automatic,Truck,7131.071695039064
11.0,90962.24903337947,Budget,1.0,Complete,4.0,Blue,Mid,High,,Manual,Truck,51840.66065343376
,31476.70201515035,Luxury,1.0,Partial,2.0,Blue,Luxury,Low,,Automatic,SUV,40108.20574597759
7.0,14616.955318996206,Premium,0.0,Partial,2.0,White,Mid,High,Diesel,Manual,Truck,41343.441477888584
12.0,209642.07855298457,,2.0,Complete,4.0,Red,Premium,Low,Diesel,Manual,Sedan,10824.656115566775
5.0,124938.40057823819,Premium,2.0,Complete,4.0,White,Premium,Low,Hybrid,Manual,,42576.551261714296
1.0,142903.91763620664,Luxury,0.0,None,2.0,Red,Base,Medium,Electric,Manual,Convertible,46411.32879025678
11.0,96194.15051947774,Premium,2.0,Complete,1.0,Red,Mid,Low,Petrol,Automatic,Coupe,77138.6866741546
15.0,38501.80114107376,Luxury,1.0,Complete,4.0,Red,Premium,Low,Electric,Manual,SUV,5558.146612983999
10.0,115145.13943434559,Budget,0.0,Complete,3.0,Blue,Premium,High,Diesel,Automatic,Truck,74048.94793085037
15.0,61094.48411763633,Mainstream,1.0,Partial,2.0,Blue,Premium,High,Hybrid,Manual,Coupe,39926.463260732016
13.0,210232.34646041656,Premium,4.0,Partial,2.0,Blue,Premium,High,Diesel,Manual,Truck,19178.818462805015
15.0,246763.19182825,Luxury,1.0,Complete,4.0,White,Luxury,High,Hybrid,Manual,SUV,54247.04838724434
,222828.5531915724,Luxury,0.0,Complete,4.0,Silver,Mid,Low,Electric,Manual,Truck,42813.020728477895
13.0,134427.19515177945,Budget,1.0,Partial,3.0,Other,,High,Diesel,Manual,Convertible,20460.13626508907
12.0,158892.2775696009,Budget,1.0,,3.0,Red,Mid,Medium,Electric,Automatic,SUV,51265.667129338675
4.0,237290.02297111336,,1.0,Complete,3.0,White,Luxury,High,Diesel,Automatic,Coupe,39441.19518923562
12.0,136977.07372923766,Budget,2.0,Complete,3.0,Blue,Luxury,Low,Electric,Manual,Coupe,56054.125613870434
15.0,161454.3352064299,Mainstream,0.0,Complete,2.0,Other,Premium,Medium,Diesel,Manual,Convertible,56058.92346596323
13.0,159161.2284168704,Mainstream,1.0,Partial,4.0,Blue,Luxury,Low,Hybrid,Manual,Sedan,39406.77956383963
2.0,178489.68219405395,Budget,1.0,Partial,1.0,Silver,Base,Medium,Electric,Automatic,Truck,33091.308240966406
16.0,161869.8493966881,Mainstream,0.0,None,4.0,Blue,Luxury,Medium,Electric,Automatic,,7869.8065898803525
14.0,169322.82252361532,Premium,0.0,Partial,4.0,Red,Premium,Medium,Hybrid,Automatic,Convertible,41026.1880429849
2.0,182844.14569703556,Mainstream,0.0,None,3.0,Black,Mid,Low,Petrol,Manual,Truck,21719.857239808964
17.0,203229.31126864746,Luxury,1.0,None,3.0,Other,Luxury,Medium,Diesel,Manual,SUV,7100.054776175161
16.0,103748.467469436,Luxury,1.0,Complete,2.0,Blue,Mid,Low,Diesel,Manual,Convertible,28439.277743682513
,187729.32614384167,Luxury,1.0,Complete,3.0,Silver,Mid,Medium,Hybrid,Automatic,SUV,9735.114442040993
11.0,29549.920992720763,Budget,0.0,Partial,2.0,Other,Base,High,Diesel,Manual,SUV,47640.1203654998
